customer_id,1,2,3,4,5,6,7,8,9,10,11,12
30,0.08230297687094175,0.11529537434794464,0.09932426795914909,0.1584344544744177,0.12445167264942582,0.042786005180482437,0.0280554746195074,0.11063354460996523,0.019446924065545948,0.10522592022923263,0.17898814940669722,0.10705626446741617
536,0.6168163998027288,0.5190491440098675,0.4547609082250089,0.4936903229520472,0.5166320095754634,0.4722157111213086,0.603241743122378,0.5684120457417333,0.48997133213659133,0.5415116810610276,0.5675811077980799,0.6015913501182129
696,0.7244807458053274,0.6705705546123883,0.6118500226236416,0.6678212869906971,0.7430204366292987,0.7097378425144736,0.7152779299759423,0.5798008537412266,0.6596527057830233,0.6887993988548393,0.7203415654055995,0.5858915503902851
558,0.5854950738149912,0.461263480001899,0.5271037507138435,0.5282281096971237,0.5535836152830301,0.47661225667827284,0.5952357815422067,0.4926986900220608,0.5780269983887458,0.5969959157383038,0.5592486695519769,0.5861565843085338
837,0.8539134467692651,0.848740077320254,0.8137462195506463,0.7686212379362133,0.8501984251559356,0.7511788659429373,0.7923599676016669,0.7129219416395073,0.8564107478387909,0.7230808298290348,0.737140400025246,0.7931852074203088
597,0.6642532653337113,0.6434262610236527,0.5429055640529629,0.6435707236140866,0.5824510267514293,0.5759808342548531,0.5478527327092363,0.5889579800705083,0.6201006968276362,0.5630492162967677,0.603355854867198,0.6123596247144047
166,0.16587176225751504,0.2612897406914336,0.2075768263067118,0.2115171718837278,0.15076763225646267,0.1444746464304862,0.25383269522325136,0.20273597216983286,0.2045336543785342,0.24699063584213976,0.2639447886560514,0.15205097257918454
919,0.8883608462444673,0.9247658099058603,0.8390863709943907,0.9449536807948798,0.8874466458968806,0.778488080997768,0.9196791595210737,0.8499767981808237,0.8476529641713979,0.8669004547280028,0.7933795558708175,0.8480117184903719
496,0.48467263315026377,0.4456176272999183,0.41409158046914873,0.5659197924229509,0.5726352188632348,0.4696044558543471,0.4666580985474868,0.40290421332555937,0.5259477495138916,0.5474691622067573,0.43731360746202,0.4339644548375061
825,0.7257587449804033,0.7364235758827766,0.8133709621753249,0.7131166256687356,0.8261005264677422,0.8136807869262114,0.8104045762097488,0.7026624167595219,0.8115647220181562,0.8055185914156904,0.8289363075919185,0.6947324084317329
